X4EVERDROP,X1SEX,X1RACE,X1STAGE,X1CONTROL,X1SES_U,X1SCHOOLENG,X1SCHOOLBEL,X1SCHOOLCLI,X1TXMTSCOR,X1REGION,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIID,X1SCIUTI,X1SCIEFF,X1SCIINT,X1PAREDEXPCT,X1STUEDEXPCT,X1PROBLEM,S1MSCORE,y_pred_prob
0,1,"White, non-Hispanic",15,Catholic or other private,-0.088,1.01,-0.04,0.93,66.324,Midwest,1.76,-0.7,0.95,0.93,-0.33,0.1,1.53,0.61,6,6,-1.40903513600764,5.6,0.21728380024433136
0,0,"White, non-Hispanic",15,Public,0.3258,1.39,1.26,-0.59,59.7577,Midwest,1.16,-2.3,1.62,0.56,0.31,-0.89,0.25,1.38,6,10,-0.0825396607041021,4.8,0.20789861679077148
0,0,"Asian, non-Hispanic",15,Catholic or other private,1.3098,1.01,-0.39,-0.05,36.425,Northeast,-0.57,-0.7,0.1,0.19,-0.33,-0.33,0.25,0.5,6,4,-0.433764331265202,2.4,0.3519629240036011
0,0,"White, non-Hispanic",14,Public,-0.5355,1.39,0.37,-0.4,42.7885,Northeast,-1.73,-0.7,-0.69,-0.64,2.15,1.69,0.25,0.09,10,8,-1.27187621621501,4.2,0.3383515477180481
0,0,"White, non-Hispanic",15,Public,0.4948,0.33,1.26,-2.32,64.4651,South,0.03,-0.93,-0.13,-0.29,-1.57,0.15,0.69,0.99,6,8,0.402800722823181,4.2,0.33759984374046326
1,0,"White, non-Hispanic",15,Public,0.3328,-0.92,-0.59,-0.57,57.5509,Northeast,0.6,-0.93,-0.17,-0.66,0.31,-0.47,-1.33,-1.0,4,6,0.755572224245704,3.6,0.6009194850921631
0,1,"Hispanic, race specified",14,Public,-1.419,1.39,0.21,-0.3,52.7848,South,0.6,-0.3,-0.17,-0.66,-0.33,0.71,-0.9,0.54,8,6,-0.493825675085691,4.2,0.3807014226913452
0,1,"White, non-Hispanic",15,Public,0.3706,-1.41,-0.39,-0.59,57.7537,South,0.6,0.9,-0.34,0.49,0.31,0.71,-0.05,0.54,6,6,-0.600858550469926,3.6,0.5897428393363953
0,1,"White, non-Hispanic",14,Public,-0.8007,-1.49,-0.98,0.16,44.6033,Midwest,-0.57,-0.7,-0.3,-1.68,-0.33,-0.47,0.25,-1.44,2,2,-0.512408738098765,1.2,0.7463878393173218
0,1,"White, non-Hispanic",15,Catholic or other private,0.2683,0.59,1.59,0.26,66.2052,Midwest,1.19,-0.3,-0.17,-0.18,-0.33,1.13,-0.05,0.54,6,6,-1.07943673528606,5.6,0.19498232007026672
0,0,"White, non-Hispanic",14,Public,0.9396,-0.69,0.12,-0.34,55.202,South,-1.73,0.27,-1.41,-0.66,-0.97,-0.47,-0.46,-0.67,10,6,0.235706503618457,4.2,0.3589075803756714
0,1,"White, non-Hispanic",15,Public,-1.2259,1.39,0.55,-0.23,61.5186,South,0.6,1.31,1.62,0.49,-0.33,-0.28,1.83,0.16,6,10,1.19895749298314,4.8,0.48211926221847534
1,1,"Native Hawaiian/Pacific Islander, non-Hispanic",14,Public,-0.4518,0.59,-0.86,-0.58,30.8179,West,-0.57,0.9,0.95,-0.18,-0.97,1.27,1.09,-0.23,6,6,0.610104274880499,3.0,0.6380841732025146
0,0,"Hispanic, race specified",14,Catholic or other private,0.2974,1.01,1.34,1.33,59.78,West,0.6,-0.7,0.49,-0.16,-0.33,-0.89,1.83,0.54,6,10,-2.10167907159224,4.2,0.21826930344104767
0,0,"Asian, non-Hispanic",14,Public,-0.4697,-1.81,0.2,-1.51,53.0379,West,0.03,-0.3,-0.17,-0.96,-0.33,0.71,-0.05,0.16,8,6,-0.0757774619929493,4.2,0.4677237272262573
0,1,"More than one race, non-Hispanic",15,Catholic or other private,-0.2799,0.1,1.34,0.26,66.0512,Midwest,0.6,-0.3,0.95,0.56,-0.33,0.1,0.25,0.56,8,8,-1.07943673528606,5.6,0.21027915179729462
0,1,"Hispanic, race specified",15,Public,0.0569,-0.9,1.1,0.14,47.5444,South,-1.13,1.31,-0.3,-0.71,0.91,0.1,0.25,0.49,10,6,-2.10167907159224,3.0,0.43229880928993225
0,1,"More than one race, non-Hispanic",14,Catholic or other private,0.3911,0.1,1.59,0.7,57.5172,Midwest,0.03,0.27,0.95,1.34,-0.33,-0.33,0.25,-0.67,6,8,-2.10167907159224,4.8,0.2197384387254715
0,0,"White, non-Hispanic",15,Public,0.9496,1.39,0.3,0.58,46.9524,Northeast,-0.57,-0.93,-0.56,-0.66,-0.33,-0.47,-0.48,-1.4,6,10,-1.01937539146557,4.8,0.2988378405570984
0,0,"Hispanic, no race specified",14,Public,-0.806,0.96,0.16,1.14,51.5085,South,0.6,0.27,0.22,0.49,0.91,0.1,0.25,0.82,6,8,-1.50930581268072,3.0,0.3883953094482422
0,1,"White, non-Hispanic",15,Public,-0.0844,-1.51,1.34,-0.06,54.4685,Midwest,1.76,-0.07,0.1,0.85,0.91,-0.33,-0.05,-0.23,8,8,-1.07943673528606,5.6,0.32047238945961
0,0,"White, non-Hispanic",14,Public,-0.7728,0.71,-0.14,-0.17,46.1271,South,0.6,1.31,-0.17,0.19,0.31,1.27,1.12,0.86,8,6,0.235706503618457,2.0,0.5511627197265625
0,0,"White, non-Hispanic",14,Catholic or other private,0.0331,0.71,1.34,1.02,44.6941,Midwest,-0.57,-0.3,0.1,-0.29,-0.33,0.1,0.25,-0.28,6,6,-1.50930581268072,4.8,0.2416800707578659
0,0,"Asian, non-Hispanic",14,Public,1.0195,0.96,1.1,-0.09,60.7003,South,-1.73,0.9,-0.56,-0.18,2.15,1.69,1.83,2.03,10,10,-0.756600533275629,2.8,0.27666687965393066
0,0,"White, non-Hispanic",14,Catholic or other private,0.4633,-0.96,1.34,0.36,66.112,West,0.6,-1.33,1.62,0.19,0.31,-0.76,1.83,0.16,10,10,-0.512408738098765,5.6,0.20763427019119263
0,0,"Hispanic, race specified",15,Public,-0.7764,0.33,1.26,-2.83,51.5353,Midwest,-0.57,0.11,1.62,1.22,-1.57,-1.45,-0.17,-1.44,9,10,1.52179369499357,4.8,0.47803980112075806
0,0,"White, non-Hispanic",15,Public,0.3616,-1.06,1.34,0.37,34.1976,Midwest,0.6,0.9,-0.56,1.34,-0.94,0.28,-1.02,-1.4,2,8,-1.09801979829913,3.6,0.6633768081665039
0,1,"White, non-Hispanic",14,Public,-0.3434,0.52,-0.04,0.16,52.4407,Midwest,-0.57,-0.3,-1.41,0.2,-0.33,0.1,-2.07,0.16,6,2,-0.512408738098765,3.6,0.3677884042263031
0,1,"Hispanic, race specified",14,Public,-0.37,1.01,0.3,0.08,56.9461,South,-1.73,0.9,-0.29,0.19,-1.57,0.28,-0.16,-0.56,6,8,0.2588796043194,4.8,0.3870839476585388
0,0,"Hispanic, race specified",14,Public,-0.9042,-1.41,-0.39,-1.81,41.9419,West,-1.13,-0.3,-1.41,-1.86,0.27,0.1,-1.33,-0.23,6,6,0.0799645208127539,1.4,0.7226894497871399
0,1,"Asian, non-Hispanic",14,Public,-0.1666,-0.2,-0.39,1.1,59.7272,Northeast,-0.57,0.34,-0.56,0.14,0.27,0.1,-0.48,0.93,6,2,0.832669800217844,4.2,0.393118292093277
0,1,"White, non-Hispanic",14,Public,-0.0216,-0.2,-0.04,1.51,61.2712,South,0.6,0.27,1.62,-0.66,-0.33,-0.89,-0.05,-0.92,6,10,-0.696539189455141,4.0,0.38980555534362793
0,1,"Hispanic, race specified",14,Public,0.921,0.14,0.01,-0.8,58.8263,South,-1.13,-1.74,-2.12,-0.71,-0.33,-1.45,-0.49,0.16,8,6,-0.16422727436411,2.4,0.3080419898033142
0,0,"More than one race, non-Hispanic",15,Public,-0.74,1.39,0.21,0.61,48.2719,Midwest,-0.57,0.27,0.1,0.56,-0.97,-0.33,-0.48,-0.23,6,6,-1.07943673528606,4.0,0.41506704688072205
0,1,"White, non-Hispanic",14,Catholic or other private,1.9137,-0.2,-0.39,1.03,61.026,Midwest,-0.57,-0.3,1.62,-0.11,-0.33,-0.47,0.25,0.16,10,8,-2.10167907159224,5.6,0.15935605764389038
0,1,"White, non-Hispanic",14,Public,0.1324,1.01,0.85,0.58,57.5438,Northeast,-1.16,1.31,-0.56,0.49,0.27,-0.33,1.12,0.15,8,4,-1.01937539146557,3.6,0.35334861278533936
0,1,"White, non-Hispanic",14,Public,1.5515,-0.69,0.55,-0.38,55.8966,Northeast,-0.57,0.9,0.95,0.49,-0.33,-0.47,0.25,0.87,8,6,-2.10167907159224,0.0,0.43606382608413696
0,0,"White, non-Hispanic",14,Public,1.2959,0.21,1.1,-1.22,50.1283,South,-1.73,-0.3,0.49,0.14,0.91,0.84,0.68,0.49,8,8,-0.493825675085691,2.4,0.34907639026641846
0,1,"Black/African-American, non-Hispanic",14,Public,1.2048,-1.24,-0.19,-1.33,50.0737,West,-1.13,0.9,0.27,-0.34,0.31,1.27,1.53,0.5,8,6,0.265641803030553,2.4,0.5219221115112305
0,0,"White, non-Hispanic",14,Public,0.1485,1.01,-0.52,-0.64,51.7145,South,-1.73,-1.96,-0.17,-1.49,0.27,-1.03,0.25,1.25,8,8,0.58847800504098,3.6,0.3158639669418335
0,1,"White, non-Hispanic",14,Public,1.0818,0.71,-0.04,-0.05,49.9821,Midwest,-0.57,-1.33,-0.58,-1.38,0.91,0.1,1.41,0.93,8,7,-0.512408738098765,3.0,0.28018683195114136
0,1,"White, non-Hispanic",14,Public,0.4434,0.23,0.98,0.45,54.0122,South,-0.57,-0.7,-1.41,-1.19,-0.94,-0.33,0.97,-0.23,8,6,-0.656329856602547,2.4,0.3660207986831665
0,1,"White, non-Hispanic",14,Public,0.7702,-0.39,-0.73,0.78,48.2155,South,-1.73,0.27,-1.41,-1.01,0.27,-0.89,-0.16,-0.67,6,2,-0.493825675085691,3.6,0.3977668285369873
0,0,"Hispanic, race specified",15,Public,-0.5418,-1.02,-0.39,0.17,49.9917,South,-0.57,-0.7,-0.3,-0.64,0.91,0.66,0.25,0.49,2,2,-1.24653095449078,3.0,0.7344831228256226
0,0,"More than one race, non-Hispanic",14,Public,-0.6631,0.29,1.04,-0.38,57.5314,South,0.6,0.27,1.23,1.34,2.15,1.69,1.83,1.37,6,8,0.988411783023547,4.8,0.3836558759212494
0,0,"White, non-Hispanic",14,Public,0.0484,-1.36,-0.64,0.14,50.1657,West,0.03,-0.3,-0.58,0.19,0.31,-0.52,-0.05,-0.23,6,8,-0.756600533275629,2.0,0.5846652984619141
0,0,"More than one race, non-Hispanic",15,Public,0.1354,1.01,0.35,0.4,55.8193,Northeast,-1.73,-3.51,0.1,-1.68,0.27,-1.5,1.83,1.38,5,6,-2.10167907159224,0.0,0.47898122668266296
0,0,"Asian, non-Hispanic",14,Catholic or other private,0.5526,1.09,1.26,0.91,58.4794,South,0.03,-1.9,0.49,-1.68,0.91,-0.33,0.67,0.16,10,10,-0.249633879908826,5.6,0.1511683464050293
0,1,"Amer. Indian/Alaska Native, non-Hispanic",15,Public,-0.2945,1.09,-0.06,0.77,52.8126,West,-1.73,0.9,0.66,-0.18,0.91,1.27,0.38,1.32,6,9,-1.07943673528606,3.0,0.5633068084716797
0,0,"Asian, non-Hispanic",14,Public,0.795,0.71,1.59,1.22,69.3681,South,1.76,1.31,1.62,2.08,0.91,1.27,1.83,1.38,10,10,-2.10167907159224,6.4,0.20539002120494843
0,0,"White, non-Hispanic",15,Public,-0.5149,-0.96,-0.88,-0.38,41.3968,South,-0.57,1.31,-0.15,0.19,-0.97,0.71,1.41,-0.17,4,10,-0.756600533275629,2.4,0.7419798970222473
1,0,"White, non-Hispanic",14,Public,-0.3694,-1.57,-0.39,-1.26,41.0825,Northeast,-0.57,-0.7,-0.29,0.51,-0.33,0.1,-0.91,-1.44,6,6,0.844490664519766,2.0,0.6330941915512085
0,0,"Hispanic, race specified",15,Catholic or other private,1.2601,1.01,-0.12,1.3,48.4587,South,-0.57,0.5,0.38,0.39,-1.57,-0.47,-0.17,0.16,6,10,-1.34897379218715,3.6,0.30004119873046875
0,0,"Asian, non-Hispanic",14,Public,0.3644,-0.2,1.34,-0.34,66.2645,Midwest,-0.57,0.34,0.1,0.19,-0.97,1.13,-0.05,0.15,8,10,0.503071399496264,5.6,0.2770155072212219
0,1,"Amer. Indian/Alaska Native, non-Hispanic",14,Public,2.0136,0.96,0.7,-1.73,57.2454,Northeast,0.6,0.9,0.95,0.96,0.27,1.13,1.83,0.54,10,10,-1.01937539146557,5.6,0.2440800666809082
0,1,"White, non-Hispanic",14,Public,-0.0233,0.25,-0.37,0.9,48.0741,Midwest,-1.13,-0.13,0.1,-2.16,-0.33,-0.89,0.25,-1.05,6,6,-0.775183596288704,3.0,0.37364432215690613
0,0,"White, non-Hispanic",14,Catholic or other private,0.1449,0.48,1.0,1.16,62.9309,Midwest,0.6,-0.7,0.1,0.57,-0.33,-0.89,-2.91,-1.45,8,8,-1.40903513600764,4.0,0.1955312341451645
0,0,"White, non-Hispanic",15,Public,0.9174,-0.2,-0.04,-2.65,47.3918,West,0.03,-0.7,-0.17,-0.54,2.15,-0.33,1.12,0.09,6,10,0.509833598207417,4.2,0.5002174973487854
0,0,"White, non-Hispanic",14,Public,0.8107,1.39,1.59,0.21,59.406,South,1.76,1.31,1.62,1.69,2.15,1.69,1.12,1.38,8,6,-0.271260149748346,4.8,0.2662598192691803
0,1,"White, non-Hispanic",14,Public,0.7115,1.39,0.75,0.28,31.2476,Midwest,1.76,1.31,1.17,0.61,0.91,1.27,1.83,0.61,4,6,-1.01937539146557,3.6,0.4026753306388855
0,0,"White, non-Hispanic",14,Public,1.2778,0.71,-0.04,-0.01,73.6836,West,1.19,1.31,0.9,0.49,0.91,0.71,0.25,0.54,10,9,-0.326731455880967,6.4,0.22814716398715973
0,1,"White, non-Hispanic",14,Public,0.2365,0.33,-0.73,-0.89,55.1976,Midwest,0.0,-0.7,0.1,-0.18,-0.33,-0.89,-0.05,-1.0,6,2,0.503071399496264,4.2,0.3632560074329376
0,1,"White, non-Hispanic",14,Public,-0.0617,-1.43,-1.78,-0.48,59.985,Midwest,1.76,1.31,1.62,1.02,2.15,0.1,1.83,0.16,2,10,-0.493825675085691,4.8,0.5865652561187744
0,0,"Black/African-American, non-Hispanic",14,Catholic or other private,-0.9487,-1.24,-0.39,1.51,38.761,Midwest,-0.57,-1.8,-1.41,-2.16,-1.57,-0.33,-1.02,-1.0,2,2,-2.10167907159224,3.6,0.43246006965637207
0,0,"Asian, non-Hispanic",14,Public,0.1163,1.39,-0.24,0.6,52.4287,South,-0.57,1.31,-0.85,-0.66,-0.97,0.1,-0.05,0.16,6,8,-0.756600533275629,4.2,0.36851024627685547
0,0,"White, non-Hispanic",14,Public,0.9549,0.71,1.34,0.02,59.3208,Northeast,1.19,0.27,0.22,0.49,0.31,0.71,1.22,1.38,8,8,0.0799645208127539,5.6,0.25764814019203186
0,0,"White, non-Hispanic",14,Public,-0.2078,1.09,1.59,0.61,55.8188,South,1.76,-0.3,1.62,1.69,0.91,0.1,0.25,0.61,8,10,0.140025864633243,4.0,0.3100479245185852
0,0,"Hispanic, race specified",14,Public,-0.1832,0.41,-0.04,0.47,53.7535,Midwest,0.6,-0.3,-0.17,0.19,-1.57,-0.33,-0.17,0.16,8,6,0.402800722823181,5.6,0.32251930236816406
0,0,"Asian, non-Hispanic",15,Public,-0.7423,0.18,0.55,0.31,63.0124,Northeast,1.76,0.5,1.07,1.69,0.31,0.84,0.38,0.09,10,10,-0.756600533275629,5.6,0.35778599977493286
0,1,"White, non-Hispanic",15,Public,0.5582,-0.7,0.78,0.47,67.5462,West,0.6,-0.13,0.1,-0.18,0.27,-1.69,0.25,-1.82,6,8,-1.40903513600764,5.7,0.3166295289993286
0,1,"More than one race, non-Hispanic",14,Public,-0.0406,-0.2,-0.39,-0.15,48.9523,South,0.6,0.9,-0.17,0.19,0.91,0.1,0.25,0.82,6,6,-1.01937539146557,4.8,0.3970641791820526
0,0,"Hispanic, race specified",15,Public,-0.5002,0.71,-0.64,0.47,45.2392,Midwest,-0.57,-0.7,-0.29,-1.01,-0.94,-0.52,-0.46,0.16,6,8,0.676927817412141,4.8,0.40627339482307434
0,0,"Asian, non-Hispanic",14,Catholic or other private,1.2305,-0.2,-0.1,-0.05,65.6867,Northeast,0.6,1.31,0.1,-0.36,1.52,1.27,-0.46,1.19,8,10,-0.433764331265202,5.6,0.20992064476013184
0,0,"Hispanic, race specified",15,Public,-1.3478,0.79,-0.95,-1.27,45.1921,Midwest,0.6,-0.3,0.1,2.08,0.91,0.71,-0.05,-1.05,10,4,-1.01261319275442,3.6,0.5848992466926575
1,1,"Black/African-American, non-Hispanic",16,Public,-1.2243,-1.3,-0.01,-1.98,28.1103,South,0.6,-0.3,-0.3,0.55,0.31,1.13,-0.61,0.16,3,2,1.50368746596293,4.8,0.8908038139343262
0,1,"Black/African-American, non-Hispanic",14,Public,-0.3915,0.67,0.21,-0.57,47.3291,Northeast,0.0,-0.3,0.1,0.19,-0.33,0.23,0.69,-0.62,10,6,0.509833598207417,4.2,0.399290531873703
0,0,"Asian, non-Hispanic",14,Public,-0.503,-0.2,-0.75,-0.59,35.5561,South,1.16,1.31,-0.17,-0.66,1.52,0.71,-0.05,-0.17,10,8,-1.07943673528606,4.0,0.5035684108734131
1,0,"Asian, non-Hispanic",16,Public,-0.0212,-2.78,-0.78,-0.82,42.5375,South,-0.57,0.9,-0.75,-0.29,-1.57,-2.49,-0.9,-0.67,8,2,-0.0038952538705391,2.0,0.819886326789856
0,0,"More than one race, non-Hispanic",14,Public,0.7709,1.39,1.59,-0.64,47.1827,South,-1.13,-0.3,-0.3,-0.44,0.91,1.13,1.83,1.38,8,10,-1.07943673528606,3.6,0.28901851177215576
0,0,"White, non-Hispanic",14,Catholic or other private,0.041,1.39,1.34,1.15,64.9605,South,0.6,-1.33,-0.17,0.55,2.15,1.69,1.83,1.7,6,10,-2.10167907159224,3.6,0.1868915557861328
0,0,"Asian, non-Hispanic",14,Public,1.0113,1.09,-0.29,-3.13,63.4156,West,0.03,1.31,0.1,0.87,1.55,1.27,-1.33,-2.2,8,10,-0.0825396607041021,4.8,0.3169254660606384
0,1,"White, non-Hispanic",15,Catholic or other private,1.0843,1.39,0.7,1.25,45.163,Northeast,-1.16,-1.74,-0.29,-1.01,0.27,-0.89,1.83,0.24,10,6,-1.77884286958181,2.4,0.2405148595571518
0,0,"White, non-Hispanic",14,Public,-0.0996,1.39,-0.39,-0.76,64.0804,South,0.6,-0.13,1.62,0.49,2.15,-0.76,1.41,0.04,10,6,-0.512408738098765,5.6,0.2682743966579437
0,1,"White, non-Hispanic",15,Public,-0.4858,1.01,-1.61,0.53,53.3266,Midwest,0.6,-1.33,0.1,0.01,0.91,-0.47,0.25,0.54,6,2,-0.40537586271453,3.6,0.49401092529296875
0,0,"More than one race, non-Hispanic",15,Public,0.0363,-0.2,0.08,-2.91,44.7946,South,-0.57,-0.3,1.62,0.49,-0.33,-0.76,-0.16,-0.24,6,10,0.569894942027905,3.6,0.646779477596283
0,1,"White, non-Hispanic",14,Catholic or other private,0.5287,0.67,0.52,-0.03,50.7542,South,0.6,-1.74,0.49,-0.46,0.91,-1.45,0.69,1.32,8,6,-1.67180999419758,3.6,0.21465487778186798
0,1,"Black/African-American, non-Hispanic",14,Public,0.5957,0.1,1.59,-0.61,48.2693,West,-0.57,0.9,0.1,1.34,-0.33,1.69,0.25,1.38,8,10,-0.512408738098765,4.2,0.3693910539150238
0,0,"White, non-Hispanic",14,Public,-0.7623,-0.58,-0.88,-2.32,42.0599,West,0.6,-1.33,-0.17,0.56,-1.57,0.1,-0.77,-1.05,3,8,0.769088415588478,3.6,0.6874252557754517
0,0,"Asian, non-Hispanic",15,Public,-1.1157,0.71,-1.77,-2.45,58.9711,Northeast,1.76,0.9,1.23,-1.03,0.31,0.1,0.25,-1.38,4,2,1.91497348034451,4.8,0.704983651638031
1,0,"White, non-Hispanic",14,Public,0.0185,-0.8,-0.73,-0.31,44.9666,Midwest,0.0,1.31,-0.3,-0.5,-0.97,-0.33,-2.05,0.04,4,6,0.265641803030553,2.4,0.620255708694458
0,0,"Asian, non-Hispanic",14,Public,0.131,1.39,0.1,-0.11,73.1176,Midwest,0.6,1.31,1.34,0.59,-1.57,1.69,0.38,-1.07,8,10,-0.0825396607041021,4.8,0.32205769419670105
0,1,"White, non-Hispanic",14,Public,0.3119,1.01,-1.21,-0.83,63.0331,Midwest,1.16,0.27,1.62,-0.96,0.27,1.27,1.83,-1.05,8,8,-0.756600533275629,4.8,0.3340931832790375
0,1,"White, non-Hispanic",15,Catholic or other private,-0.3114,-0.39,1.59,0.16,46.7939,South,0.6,-0.3,-0.58,1.34,-0.33,0.1,0.38,1.59,6,5,-1.50930581268072,3.0,0.35625511407852173
0,1,"Hispanic, race specified",14,Public,-0.8921,0.23,-0.39,-1.82,59.9446,West,0.6,0.9,1.62,1.69,-0.33,0.1,0.25,0.86,6,6,0.755572224245704,5.6,0.4138854146003723
0,1,"Hispanic, race specified",15,Public,-1.8146,1.39,1.1,-0.33,58.0609,South,1.76,0.9,0.77,2.08,0.94,0.1,0.25,1.7,10,4,0.672337779724273,4.0,0.46998172998428345
1,1,"White, non-Hispanic",15,Public,-0.0936,0.96,-0.64,-2.84,51.8848,South,1.76,-1.74,1.21,-0.48,0.91,0.1,0.25,0.56,10,10,2.21443763057817,5.6,0.350044846534729
0,1,"White, non-Hispanic",14,Public,0.4335,0.59,0.21,-0.16,44.1926,Midwest,0.6,-1.1,-0.56,0.19,-0.33,0.28,-0.16,0.49,4,6,-0.756600533275629,3.0,0.37158411741256714
1,0,"White, non-Hispanic",15,Public,-0.9959,-1.53,0.98,-0.31,42.976,South,-1.13,-1.33,-2.92,-1.79,0.27,-0.89,-1.33,-0.6,8,3,-0.512408738098765,2.4,0.6523597836494446
0,1,"White, non-Hispanic",15,Public,0.1002,-0.5,-0.04,1.34,47.376,South,-0.57,-0.3,-0.17,-0.66,-0.33,-0.89,-0.05,0.16,6,2,-0.763362731986782,2.4,0.6099120378494263
0,0,"White, non-Hispanic",15,Public,0.2505,0.63,-0.06,-0.13,64.1854,Midwest,1.76,0.67,0.1,1.41,0.31,0.1,0.25,0.56,6,8,-0.512408738098765,5.6,0.29784446954727173
0,1,"White, non-Hispanic",15,Catholic or other private,1.4963,-0.58,-0.39,0.3,63.2526,South,-0.57,-0.93,-1.41,-0.48,-0.33,0.28,-1.33,0.16,10,8,-1.8389042134023,5.6,0.19410498440265656
0,1,"White, non-Hispanic",15,Public,1.0132,0.23,0.45,-0.82,55.6639,Northeast,0.6,-0.3,-0.97,-0.96,0.31,0.1,-0.46,0.16,6,6,0.876121290972714,5.6,0.31609559059143066
0,1,"Black/African-American, non-Hispanic",15,Public,-0.3736,-1.81,-3.69,-2.11,49.3958,South,0.6,-0.3,0.1,-0.29,-0.94,0.1,0.25,0.16,8,6,0.347329416690561,4.8,0.6812343597412109
1,1,"Hispanic, race specified",14,Public,-0.4737,0.71,-0.82,-0.07,44.7047,South,-1.73,-0.3,-0.17,-0.64,-0.33,-0.33,-0.05,-1.51,6,10,-1.07943673528606,3.6,0.46151837706565857
0,0,"White, non-Hispanic",15,Public,-0.684,1.39,0.21,-1.73,48.8541,South,0.6,-0.3,-0.17,1.25,-0.33,0.1,0.25,0.16,10,10,0.2588796043194,4.0,0.43085595965385437
0,1,"White, non-Hispanic",15,Public,-1.9068,-3.38,-2.29,-0.82,39.5836,Northeast,-1.73,-3.51,-2.92,-0.09,-1.57,-3.1,-2.04,0.04,2,2,0.876121290972714,0.0,0.9142184853553772
0,0,"Asian, non-Hispanic",14,Catholic or other private,0.6726,1.01,0.55,-1.38,58.0176,West,0.6,-0.3,1.62,0.66,-0.33,1.27,1.09,0.99,6,10,-0.110928129254775,2.4,0.3262841999530792
1,1,"White, non-Hispanic",16,Public,0.3824,1.39,-1.61,-0.09,44.4494,Northeast,-0.57,-1.1,-1.41,-1.51,0.27,0.1,-1.33,0.54,2,2,0.509833598207417,1.0,0.8276041150093079
0,0,"More than one race, non-Hispanic",14,Public,1.4335,0.59,-0.04,-1.77,66.267,South,0.6,-0.3,-0.17,0.93,-0.33,0.1,-0.05,-0.67,10,10,-0.756600533275629,5.6,0.24157564342021942
0,1,"More than one race, non-Hispanic",15,Public,0.49,-0.88,-0.41,-0.38,54.5341,Northeast,1.76,1.31,1.62,-0.08,-1.57,-1.93,1.83,-2.26,10,8,-1.67180999419758,2.4,0.5797876119613647
0,1,"White, non-Hispanic",14,Catholic or other private,0.2112,-1.49,-1.0,0.64,59.7035,Northeast,-0.57,-0.3,0.1,0.19,-0.33,-0.33,-0.05,-0.67,8,9,-2.10167907159224,3.0,0.36099785566329956
0,1,"White, non-Hispanic",14,Catholic or other private,-0.6506,0.71,-0.14,1.51,55.7208,Northeast,-1.73,-0.93,-0.97,-0.66,0.91,-0.33,1.1,0.99,4,8,-0.756600533275629,2.0,0.3335818648338318
1,1,"Black/African-American, non-Hispanic",16,Public,-0.2605,1.39,0.48,0.6,51.4258,Midwest,0.6,1.31,-0.3,1.78,0.31,1.27,0.81,1.31,6,4,-0.756600533275629,4.2,0.5624748468399048
0,1,"White, non-Hispanic",14,Public,1.5656,0.1,0.15,-0.06,65.4781,Midwest,1.16,1.31,1.62,1.32,0.91,0.28,1.83,0.09,8,10,0.140025864633243,5.6,0.24894286692142487
0,0,"White, non-Hispanic",15,Public,-0.1617,-0.66,-0.7,-1.59,61.6831,Midwest,0.03,-1.33,0.1,-0.66,0.91,0.66,1.83,0.16,8,10,1.31801018374513,4.2,0.40151146054267883
0,0,"Hispanic, race specified",14,Public,-0.5134,1.01,-0.39,0.27,54.9436,South,0.6,0.27,0.16,0.19,0.91,0.1,-0.17,0.16,8,10,-0.170989473075263,3.0,0.3820766806602478
0,1,"White, non-Hispanic",14,Public,-0.222,-0.5,-0.39,0.76,54.2168,Northeast,-1.16,-0.3,-1.0,-0.29,0.91,-0.28,-0.61,0.82,6,6,0.528416661220491,3.6,0.4092727303504944
0,0,"White, non-Hispanic",14,Public,-0.1911,1.39,1.59,-0.23,57.2717,Northeast,1.76,1.31,1.34,2.08,-0.33,1.69,1.12,0.6,6,8,-0.326731455880967,4.8,0.3481380343437195
0,1,"White, non-Hispanic",14,Catholic or other private,0.197,1.39,1.59,1.09,64.1216,Midwest,1.76,0.27,1.62,1.41,0.91,0.71,1.53,1.38,6,10,-2.10167907159224,5.6,0.15346013009548187
0,0,"White, non-Hispanic",14,Public,0.0382,0.1,-0.39,0.23,40.5028,South,-0.57,-0.3,-1.41,-1.01,0.27,-0.33,-0.05,0.16,9,8,-0.189572536088338,2.0,0.46400827169418335
1,1,"White, non-Hispanic",16,Public,-0.7548,0.63,-1.87,-0.64,39.6024,South,-0.57,1.31,0.51,0.49,-0.33,0.28,1.83,1.0,8,10,1.41828086041821,4.0,0.7525046467781067
1,0,"White, non-Hispanic",14,Catholic or other private,1.5799,-2.48,-0.64,0.1,46.3645,Northeast,-0.57,-0.7,-1.41,-2.11,-0.33,-1.88,-0.89,-2.59,4,8,-0.338083692279987,2.4,0.44897183775901794
1,1,"Black/African-American, non-Hispanic",15,Public,-0.5256,-0.52,1.59,-4.22,49.9621,South,0.6,1.31,0.51,0.55,-0.97,0.1,-0.05,0.16,2,6,1.91497348034451,3.6,0.7490861415863037
0,0,"Asian, non-Hispanic",15,Public,-0.4305,1.39,0.45,-0.89,45.982,Midwest,0.6,-1.16,-0.75,0.14,0.91,0.28,1.1,-0.3,8,6,0.503071399496264,3.6,0.387606143951416
